score,gt_classification,fen,classic_reg_score,classic_reg_classification,classic_score,classic_classification,gemini_direct_score,gemini_direct_classification,gemini_feature_material,gemini_feature_pawn_structure,gemini_feature_mobility,gemini_feature_king_safety,gemini_feature_tempo,gemini_feature_total
-9.91,black,3r2k1/2Q2ppp/p7/8/8/5PPK/P6P/5q2 w - - 2 31,-3.9474,black,-8.4,black,350.0,white,2.5,0.2,0.8,-0.5,0.5,3.5
-11.52,black,2kr1bnr/ppp2p1b/2n1p2p/4P1p1/P2p2P1/1P1P2BP/2P2P2/RN2K1R1 w Q - 0 17,-4.6188,black,-6.8,black,35.0,white,0.25,-0.1,0.3,0.15,0.2,0.3
-12.76,black,8/2r4p/8/6pk/3Q2p1/6K1/2r2P2/8 b - - 5 44,-2.2805999999999997,black,-2.6,black,-75.0,black,-0.5,-0.2,0.3,-1.0,0.4,-0.5
49.97,white,k7/4P3/8/4KN2/2Q4P/1P6/2P5/8 w - - 1 57,12.3732,white,19.7,white,250.0,white,2.0,0.2,0.8,-0.3,0.5,2.2
-1.07,equal,r2q1rk1/pp2bppp/2n2n2/1Bpp2Bb/8/2NP1N1P/PPP1QPP1/R3K2R w KQ - 3 11,0.061200000000000004,equal,1.7000000000000002,equal,30.0,white,0.3,0.1,0.4,0.0,0.2,0.5
0.0,equal,8/p5k1/2R3P1/1p6/2p2r2/2K5/1P6/8 w - - 0 42,-0.7794,equal,-1.4,equal,250.0,white,1.5,0.25,0.75,-0.25,0.5,2.75
-0.16,equal,rnb1k2r/pppp1pp1/5q1p/4p3/4P3/2PP1N2/P1P2PPP/R2QKB1R w KQkq - 0 8,-0.0324,equal,-0.9,equal,35.0,white,0.3,0.1,0.2,0.0,0.1,0.7
5.47,white,8/8/8/2p5/P1Pp4/1P1k1Rp1/5bK1/8 b - - 1 56,1.5624,equal,2.9,white,-25.0,black,0.5,-0.25,-0.25,-0.25,-0.25,-0.25
0.21,equal,rn1qkbnr/pp3ppp/4p3/2ppPb2/3P4/5N2/PPP1BPPP/RNBQK2R w KQkq - 0 6,-0.0072,equal,-0.2,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
-0.06,equal,rnbqk2r/5ppp/p2bpn2/1p1p4/3P4/2N1BN2/PPP1BPPP/R2Q1RK1 w kq - 0 9,-0.0108,equal,-0.30000000000000004,equal,35.0,white,0.3,0.1,0.2,0.0,0.1,0.7
0.3,equal,r1bqkb1r/pp2pppp/2n2n2/3p4/2PP4/2N2N2/PP3PPP/R1BQKB1R b KQkq - 4 6,0.0144,equal,0.4,equal,-15.0,black,0.0,-0.2,-0.1,0.0,-0.1,-0.3
0.77,equal,r4rk1/1B2b1p1/p2q1n2/2p1p3/5p2/3P2P1/PP3P1P/R2QRNK1 b - - 0 18,0.7686000000000001,equal,1.1,equal,25.0,white,-0.25,0.0,0.5,0.25,0.1,0.1
-22.41,black,1k1r3r/p1pp3p/Bpn2pp1/3q4/3n1B1P/P5P1/4N3/Q2K3R b - - 3 25,-4.6224,black,-6.9,black,-150.0,black,-2.0,-0.25,-0.5,-0.25,-0.25,-3.25
0.34,equal,rnbqk1nr/pppp1pbp/4p1p1/8/4P3/2N2N1P/PPPP1PP1/R1BQKB1R b KQkq - 0 4,0.0,equal,0.0,equal,-25.0,black,0.1,-0.1,0.2,0.0,0.1,0.2
2.54,white,k2r4/1p1r1pp1/p1bBp2p/3NP3/P1RP4/2P2P2/1R4PP/6K1 b - - 0 30,3.114,white,5.5,white,25.0,white,-0.5,0.25,0.75,0.25,0.5,0.25
-3.42,black,r4rk1/pp1n1p1p/1q2p1pb/3p4/2pP4/1NP1PRQP/PP2B1P1/5RK1 w - - 0 22,-0.7578,equal,-0.8,equal,35.0,white,0.3,0.1,0.4,-0.2,0.1,0.7
-3.32,black,2r2r1k/5ppp/2b1p2q/1pNP4/1P4n1/1QN1P1P1/5PP1/3RR1K1 b - - 2 23,0.765,equal,1.0,equal,75.0,white,-0.25,0.0,0.75,0.5,0.5,0.5
12.65,white,r1br2k1/ppp3pp/2N5/2bPp3/8/8/PPPP1PPP/RNBQK2R b KQ - 0 9,10.713600000000001,white,14.1,white,-25.0,black,0.1,-0.1,0.2,0.0,0.1,0.2
-1.87,equal,r3k2r/5p1p/p2pp3/3q4/5Q2/8/PPPB2b1/RN2K1N1 b Qkq - 0 26,-0.7686000000000001,equal,-1.1,equal,75.0,white,0.25,-0.25,0.75,0.25,0.5,0.5
0.0,equal,k5nr/3Q2pp/5p2/4p3/1b1pP1bP/1P1n1NP1/P1q2PB1/1RB2K1R w - - 6 25,2.2878,white,2.8,white,250.0,white,2.5,0.25,0.75,0.5,0.5,1.88
0.07,equal,r1bqkb1r/pp1pnppp/2n1p3/2p5/4P3/3P1N2/PPPN1PPP/R1BQKB1R w KQkq - 4 5,-0.0108,equal,-0.30000000000000004,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
-0.48,equal,3q1rk1/4prnp/p2n2p1/1p1P1pP1/2pB3P/2P4Q/PP3RBK/5R2 b - - 4 48,-0.7218,equal,0.20000000000000018,equal,-250.0,black,-2.5,-0.25,0.5,-1.0,0.25,-2.0
1.34,equal,r3k2r/p2q1ppp/3b1n2/1Q1p4/4p3/6P1/PP2PPBP/R1B2RK1 w kq - 1 15,0.0144,equal,0.4,equal,250.0,white,2.0,0.25,1.0,-0.25,0.75,3.75
36.82,white,4rk2/p4qB1/1pnb2Q1/2pp4/5P2/PP2P2B/3P3P/2KR2R1 b - - 0 24,5.5242,white,11.7,white,-150.0,black,-1.5,-0.25,0.25,-1.0,-0.5,-2.0
2.68,white,rnbqkb1r/pp1p2pp/4Pn2/2p5/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 5,1.5732,equal,3.2,white,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
8.3,white,5rk1/4rpp1/p4p1p/2pP4/4PP2/1P4N1/P2n2PP/R3R1K1 w - - 3 23,0.7542,equal,0.7,equal,150.0,white,1.5,0.25,0.5,-0.25,0.25,1.25
7.77,white,r3r3/1p4kp/p2p2p1/3N1b2/2n5/1P6/P3BPPP/2R2RK1 w - - 0 22,-0.0324,equal,-0.9,equal,35.0,white,0.3,0.1,0.2,-0.1,0.1,0.4
9.16,white,8/p3q1k1/1p1p2p1/3Q3p/P7/2P5/2P3PP/5RK1 b - - 0 27,3.8934,white,6.9,white,-150.0,black,-1.5,0.25,0.25,0.0,-0.25,-1.25
-0.09,equal,8/8/6pk/4K2p/r6P/7R/8/8 b - - 7 57,-0.7794,equal,-1.4,equal,-25.0,black,1.0,0.25,0.5,0.5,0.25,0.88
-49.92,black,8/8/R7/P1p2k2/8/1P6/8/3KBrq1 w - - 0 39,-3.8538,black,-5.8,black,150.0,white,1.5,0.25,0.5,-0.5,0.0,0.75
-1.26,equal,rnbqk2r/ppp2ppp/4pb2/8/4P3/2PP4/PP4PP/RN1QKBNR b KQkq - 0 7,-0.0144,equal,-0.4,equal,15.0,white,0.0,-0.2,-0.3,0.0,-0.1,-0.2
56.99,white,8/8/6p1/7k/2Pp4/3P2p1/1P1KP1B1/6R1 w - - 4 47,6.957,white,11.0,white,150.0,white,1.5,0.25,0.75,0.5,0.25,1.25
-10.3,black,r3kb1r/1p4pp/pn1pb3/4p1p1/4P3/5P2/PPP3PP/2KR1B1R w kq - 0 17,-4.6188,black,-6.8,black,30.0,white,0.3,0.1,0.4,-0.2,0.1,0.7
0.47,equal,2rq1rk1/1p3pbp/p1npbnp1/4p3/2P1P3/2N1B3/PPNQBPPP/R4RK1 b - - 11 13,0.036,equal,1.0,equal,-25.0,black,-0.2,0.1,-0.3,0.0,-0.2,-0.4
-0.42,equal,r1bqkbnr/ppp1pppp/2n5/3p4/3P4/2P1P3/PP3PPP/RNBQKBNR b KQkq - 0 3,0.0216,equal,0.6000000000000001,equal,-15.0,black,0.0,0.1,-0.2,0.0,-0.1,-0.2
0.4,equal,rnbqkb1r/ppp2ppp/4pn2/3p4/8/5NP1/PPPPPPBP/RNBQK2R w KQkq - 0 4,-0.0216,equal,-0.6000000000000001,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
-2.61,black,r6r/4ppkn/1q1p2p1/2pP1PP1/1p4Q1/1p6/P1P1B3/2KR3R w - - 0 28,-1.5156,equal,-1.6,equal,250.0,white,2.5,0.25,0.75,-1.0,0.5,2.0
-9.64,black,r2qk2r/ppp4p/2npbN1b/4pp2/P1P1p3/1P3P2/1B1P2PP/R2QKB1R b KQkq - 2 12,-0.6462,equal,2.3000000000000003,white,25.0,white,0.1,0.05,0.2,0.15,-0.1,0.4
-8.04,black,1r3rk1/pb3pp1/2p1p2n/2P1P3/4PQ2/3q4/6PP/R4R1K w - - 0 24,-4.6152,black,-6.7,black,35.0,white,0.3,-0.1,0.4,-0.2,0.2,0.6
-0.16,equal,r1bqk2r/pp1pppbp/2n2np1/2pN4/2B1P3/3P1N2/PPP2PPP/R1BQK2R b KQkq - 2 6,0.0432,equal,1.2000000000000002,equal,-25.0,black,0.1,-0.1,0.2,0.0,0.1,0.2
-7.09,black,8/4bp1k/4p3/2p1P2p/3pKP2/8/7r/4B1R1 b - - 5 39,-2.3094,black,-3.4,black,-150.0,black,-1.5,-0.25,-0.5,-0.25,0.0,-1.5
-7.53,black,r1b2rk1/1p4pp/2q1B1n1/p1p1bpN1/6Q1/3P4/PPP3PP/R1B2R1K b - - 0 19,0.1584,equal,4.4,white,-25.0,black,0.5,-0.2,-0.3,-0.1,-0.2,-0.3
-9.05,black,rn1qkb2/pp3p1Q/4p1p1/1p1n4/3P1Pb1/8/PPP3PP/R1B1K1NR b KQq - 0 11,-0.0576,equal,-1.6,equal,-75.0,black,0.25,0.1,-0.75,-0.5,-0.6,-0.5
-8.71,black,2kr1b1r/ppp4p/4P3/5p2/3p1N2/3P2P1/PPPQ3P/4RK1q w - - 1 23,-3.1572,black,-6.7,black,150.0,white,0.5,-0.2,1.0,-0.75,0.75,1.3
6.99,white,r5k1/Rb1nbppp/2q1pn2/2Pp4/1P1P4/1Q2PN2/3B1PPP/5RK1 w - - 1 21,0.7722,equal,1.2,equal,150.0,white,0.5,0.25,0.75,-0.5,0.5,1.0
3.03,white,r3k1nr/pppbqpp1/1bn1p3/3pP3/1P1P1P2/2PB1N1p/P5PP/RNBQ1R1K w kq - 0 11,0.0036,equal,0.1,equal,35.0,white,0.25,-0.1,0.3,0.15,0.2,0.3
11.3,white,8/1Rnbkpp1/5nr1/7p/4P3/2N2P2/PPP1N1PP/1K1R4 b - - 6 22,4.6152,white,6.7,white,-25.0,black,-0.1,-0.15,0.2,0.0,0.1,-0.05
-9.73,black,rn4n1/1p2kq1p/3pbp2/8/1B2P3/Pp3P2/2P3PP/R3KB1R w KQ - 1 19,-4.5972,black,-6.2,black,30.0,white,0.3,0.1,0.4,-0.2,0.1,0.7
7.09,white,2kr3r/p2p1ppp/b1pQ4/3nP3/2q2P2/2P4P/PP1B2P1/RN2R1K1 w - - 7 18,0.7578,equal,0.8,equal,250.0,white,2.0,0.25,0.75,-0.25,0.5,1.25
-0.37,equal,2rqk2r/pp1n1pp1/3bpnp1/3p4/3NP3/2P4P/PPQN1PP1/R1B2RK1 b k - 0 12,-0.061200000000000004,equal,-1.7000000000000002,equal,25.0,white,-0.25,0.0,0.5,0.25,0.25,0.25
-8.61,black,r3kb1r/2p2ppp/p2p4/8/1N2P3/2NPP1P1/Pq6/1R2KQ2 b kq - 1 18,-2.3094,black,-3.4,black,25.0,white,-0.25,0.0,0.5,0.0,0.3,0.25
0.77,equal,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N2N2/PP3PPP/R1BQKB1R w KQ - 1 6,0.0216,equal,0.6000000000000001,equal,25.0,white,0.25,0.1,0.3,0.0,0.15,0.8
5.0,white,rnb1k2r/3q1ppp/pB1p4/3p4/4n3/1P1BQ3/2P2PPP/R3K1NR w KQkq - 2 14,-0.6930000000000001,equal,1.0,equal,35.0,white,0.3,0.1,0.2,0.0,0.1,0.7
-0.18,equal,rnbq1rk1/ppp2ppp/3bpn2/3p4/3P1P2/3BPN2/PPP3PP/RNBQK2R w KQ - 5 6,0.0288,equal,0.8,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
50.0,white,r1bq2kr/pp1n1Qbp/2p3p1/3pP1N1/4n3/8/PPPP1PPP/RNB2RK1 b - - 7 11,-0.6282,equal,2.8000000000000003,white,-25.0,black,0.1,-0.2,-0.15,0.0,-0.05,-0.3
1.43,equal,r2q1rk1/ppp1b1pn/2np3p/3Ppb2/8/P1N1BN1P/1PP1BPP1/R2QK2R b KQ - 0 11,0.036,equal,1.0,equal,-25.0,black,0.1,-0.1,-0.2,0.0,-0.1,-0.2
1.15,equal,r4rk1/3n1pp1/p2p3p/1p1Pp1q1/1P2P3/3Q4/PBR2PPP/1R4K1 w - - 0 21,0.036,equal,1.0,equal,35.0,white,0.3,0.1,0.4,-0.2,0.1,0.7
17.07,white,8/2k3N1/2p4p/p5n1/2R5/P1P4P/1PP2PP1/6K1 w - - 0 29,6.9138,white,9.8,white,150.0,white,1.5,0.25,0.5,0.25,0.25,2.75
1.95,equal,2k3rr/ppp2p2/3qp2p/3pb3/4P1Q1/2P3P1/PP3PKP/R1BR4 w - - 3 19,0.0108,equal,0.30000000000000004,equal,150.0,white,1.5,0.2,0.75,-0.25,0.5,2.7
49.99,white,rnbq1b1r/pp3Q2/2p1p2p/3pNpk1/2PP4/4P3/PP3PPP/RN2KB1R w KQ - 2 11,0.8154,equal,2.4000000000000004,white,35.0,white,0.3,0.1,0.4,0.0,0.2,1.0
0.25,equal,rnbq1rk1/1p2ppbp/2p2np1/p2p4/3P1B2/1B2PN1P/PPP2PP1/RN1QK2R w KQ - 0 8,0.0252,equal,0.7000000000000001,equal,25.0,white,0.25,0.1,0.3,0.0,0.15,0.8
-2.92,black,8/p6p/6p1/1p1k4/5pP1/2NK1P2/P6P/2b5 b - - 1 42,-0.7326,equal,-0.09999999999999998,equal,-75.0,black,-2.0,-0.5,-1.0,0.5,-0.5,-3.5
8.25,white,r4r1k/6pp/2R2p2/4p3/1P2P3/5N2/5PPP/3R2K1 b - - 0 29,3.1104000000000003,white,5.4,white,-25.0,black,-0.2,-0.1,0.1,0.2,-0.1,-0.1
-5.1,black,2r2qk1/1p2pp1p/2p2np1/p2p4/3P4/1P2BPN1/P1P3PP/R2R2K1 b - - 0 17,-1.5084,equal,-1.4,equal,25.0,white,0.1,-0.1,-0.2,0.0,-0.1,-0.2
-3.77,black,r1bqk2r/ppppbp1p/5npQ/4p3/1n2P3/5N2/PPPP1PPP/RNB1KB1R w KQkq - 6 7,0.036,equal,1.0,equal,25.0,white,0.1,0.05,0.2,0.0,0.1,0.45
1.35,equal,r3k1nr/pp3ppp/2n1q3/2bpP3/8/P1P2N2/1P3PPP/RNBQ1RK1 b kq - 0 11,0.7002,equal,-0.8,equal,-25.0,black,0.0,0.2,-0.3,0.0,-0.1,-0.2
5.57,white,3rr1k1/1q3p1Q/p1bppp2/2p3N1/2P2P1p/1P2P3/P4RPP/3R2K1 b - - 1 23,0.1548,equal,4.3,white,-150.0,black,-0.25,-0.1,-0.75,-1.0,-0.5,-1.6
-5.81,black,r2q2k1/pp4pp/2pb1p2/3p1b2/3n1NP1/2N4Q/PP1B1PKP/4R3 b - - 0 20,-1.5264,equal,-1.9,equal,-30.0,black,0.25,-0.25,0.75,-0.5,0.5,0.75
1.49,equal,r1b1k1nr/ppqpbppp/2n1p3/4P3/5P2/2PBBN2/PP4PP/RN1Q1RK1 b kq - 2 9,0.0216,equal,0.6000000000000001,equal,25.0,white,0.1,-0.1,-0.2,0.3,-0.1,-0.1
-2.41,black,r1bq1rk1/pp1pnNp1/3p3p/8/2BP4/8/PP1Q1PPP/R3K2R b KQ - 0 15,0.0972,equal,2.7,white,-25.0,black,0.1,0.2,-0.1,-0.2,0.0,0.0
-0.23,equal,2rr4/1p2k1pp/p1n2p2/4p3/1P6/PbR1PP2/1B2B1PP/4K2R b K - 1 19,-0.05399999999999999,equal,-1.5,equal,25.0,white,-0.25,0.0,0.5,-0.5,0.25,0.0
-5.54,black,8/2kp2Qp/5p2/8/1nP5/3K2P1/4n2r/8 w - - 5 42,-2.3886,black,-5.6,black,250.0,white,3.0,0.25,0.5,-0.25,0.25,3.75
0.29,equal,r2qk1nr/ppp2pbp/2npb1p1/4p3/2B1P3/P1NP4/1PP1NPPP/R1BQK2R w KQkq - 2 7,-0.0072,equal,-0.2,equal,35.0,white,0.25,0.1,0.3,0.0,0.15,0.8
2.97,white,1r2r2k/6pp/4Np2/ppP1b3/1P6/P1P3P1/Bn3P1P/R4RK1 b - - 8 24,1.5336,equal,2.1,white,30.0,white,0.1,-0.2,-0.1,0.2,-0.05,-0.05
5.15,white,3r1rk1/pb4pp/4p3/2p5/2P1p3/1P4P1/P1Q1PP1P/3R2K1 b - - 1 19,1.5228,equal,1.8,equal,-25.0,black,-0.5,0.25,0.75,-1.0,0.5,0.0
-0.44,equal,r2qkb1r/pppN1ppp/2n1pn2/1B1p4/5P2/4P3/PPPP2PP/RNBQK2R b KQkq - 0 6,2.3129999999999997,white,3.5,white,-25.0,black,0.1,0.05,0.2,0.0,0.15,0.5
-49.91,black,1k6/pp3Qp1/3q3p/PP6/5P2/5P2/3p2KP/3r4 b - - 1 35,-3.8538,black,-5.8,black,-250.0,black,-2.5,-0.25,-0.5,-0.75,-0.25,-4.25
-49.97,black,3r4/8/2P1p1k1/b3P3/P7/1P2K3/2r5/8 b - - 0 40,-7.7724,black,-13.4,black,-75.0,black,-2.0,0.25,-0.5,-1.0,0.25,-3.0
-1.93,equal,1k1r3r/pp1bppb1/1q1p2n1/2pP3p/2P1PP2/N2B2B1/PP1Q2PR/1K5R b - - 1 26,-0.0504,equal,-1.4000000000000001,equal,-75.0,black,-0.25,0.1,0.4,0.0,0.3,0.55
7.84,white,8/bpR3pk/r5np/p2p4/P2P4/BP2PN1P/3K1PP1/8 b - - 0 34,1.5912,equal,3.7,white,-75.0,black,-0.5,0.25,0.1,-0.3,-0.1,-0.55
4.55,white,2rr2k1/1R5p/1p4p1/2bp4/p4Pq1/4P3/PPQ2PBP/3R2K1 w - - 2 33,0.783,equal,1.5,equal,150.0,white,1.5,0.25,0.5,0.25,0.25,0.95
-0.39,equal,rn2k2r/1bq1bppp/p2ppn2/1pp5/4P3/P1NP1N1P/BPP2PP1/R1BQ1RK1 w kq - 4 10,0.0036,equal,0.1,equal,30.0,white,0.25,0.1,0.3,0.05,0.15,0.85
-9.21,black,2b4r/p2n1pkp/1pp5/8/2P2P2/3P4/P5PP/4R1K1 w - - 0 23,-3.825,black,-5.0,black,35.0,white,0.3,0.1,0.4,-0.2,0.2,0.8
-0.07,equal,5k2/1b1rbpp1/pp2pn1p/1N2B3/1P2P3/P5P1/5PBP/2R3K1 w - - 0 25,0.0252,equal,0.7000000000000001,equal,35.0,white,0.3,0.1,0.4,-0.2,0.2,0.8
-3.05,black,r2qkb1r/pp2n1pp/2p5/3PN3/Q3p3/1PN5/PB2KPPP/n6R b kq - 1 15,-3.753,black,-3.0,black,75.0,white,0.25,-0.25,0.75,-0.25,0.5,0.5
-0.62,equal,r3k2r/pp1n1pp1/4p1p1/q2p4/3P1BP1/2bQ3P/PPP2P2/R4RK1 w kq - 0 16,-2.295,black,-3.0,black,35.0,white,0.3,0.1,0.4,0.0,0.2,0.5
-1.08,equal,r2r2k1/1b2q1p1/4pn1p/p1p2p2/2P1p3/PNQ1P1P1/1P2BP1P/2R1R1K1 b - - 5 20,-0.0252,equal,-0.7000000000000001,equal,30.0,white,-0.25,-0.15,0.4,0.2,0.3,0.5
10.45,white,r3kb1r/p1p3pp/2p1Pp2/3n4/8/3B2P1/PPP4P/RNBQ2K1 b kq - 0 15,5.3982,white,8.2,white,25.0,white,-0.25,0.1,0.4,0.2,0.15,0.2
-4.07,black,r5k1/2pn1r2/p2b1q1p/1b1P1pp1/2p4N/2N1B3/PP3Q1P/2K2RR1 b - - 1 25,-1.5408,equal,-2.3,black,35.0,white,-0.25,0.0,0.5,0.25,0.3,0.3
-0.17,equal,3b1rk1/pp3ppp/8/2qPp3/3n3P/P2R4/2P2QP1/1K3B1R w - - 0 21,0.7434000000000001,equal,0.3999999999999999,equal,35.0,white,0.3,-0.1,0.2,0.0,0.1,0.5
-2.94,black,3q2k1/p2rn1bp/1p2bpp1/2p1p3/2P1B3/1P2BN1P/P1Q2PP1/4R1K1 b - - 0 22,-0.7434000000000001,equal,-0.3999999999999999,equal,-150.0,black,-2.5,0.2,0.3,-0.1,-0.2,-2.3
0.52,equal,r1b1kbnr/ppqp1ppp/2n1p3/2p5/4P3/3P2P1/PPP2PBP/RNBQK1NR w KQkq - 3 5,-0.0072,equal,-0.2,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
-1.37,equal,r1bqkb1r/pp4pp/2n2n2/2pNpp2/2P5/1P6/PB1PP1PP/R2QKBNR w KQkq - 0 8,-0.0144,equal,-0.4,equal,30.0,white,0.25,0.1,0.3,0.05,0.15,0.85
9.6,white,r1b3r1/p1qn1kbQ/1npp2pB/8/3NP3/2N4P/1PP2PP1/R3R1K1 w - - 3 19,-0.6822,equal,1.3000000000000003,equal,35.0,white,0.3,0.1,0.2,-0.1,0.1,0.4
8.75,white,4kb1r/p1q2ppp/4p3/2rpP3/1Q6/5N2/P1PB1PPP/R4RK1 w k - 1 21,2.3453999999999997,white,4.4,white,250.0,white,2.0,0.25,0.75,-0.5,0.5,3.0
-1.61,equal,rnbqkbnr/ppp1pppp/8/8/3Pp3/7N/PPP2PPP/RNBQKB1R b KQkq - 1 3,-0.7434000000000001,equal,-0.3999999999999999,equal,25.0,white,0.1,0.0,0.2,0.0,0.1,0.4
2.09,white,r3r1k1/pp1nnpbp/1q2p3/3pP1BB/3P4/2N3P1/PP1Q1P2/R4RK1 b - - 0 16,0.018,equal,0.5,equal,30.0,white,-0.25,0.0,0.5,0.25,0.3,0.3
0.49,equal,r1bqkbnr/ppp2ppp/2np4/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 4,0.0288,equal,0.8,equal,25.0,white,0.0,-0.1,-0.2,0.0,-0.1,-0.3
1.22,equal,rn2kb1r/pbp1qp1p/1p1pp1p1/3nP3/3P1P2/1NP2NP1/PP5P/R1BQKB1R w KQkq - 0 10,0.0036,equal,0.1,equal,25.0,white,0.25,-0.1,0.3,0.15,0.2,0.3
9.04,white,2rk3r/1p1bb3/p3p1p1/n2pP2Q/q2P4/2P5/1B1N2PP/R4RK1 w - - 0 21,-2.295,black,-3.0,black,250.0,white,1.5,0.25,0.5,-0.25,0.25,1.25
0.0,equal,r3r1k1/ppqn1ppp/2p1p3/6N1/2PP4/3Q4/PP3PPP/3RR1K1 b - - 0 17,0.0324,equal,0.9,equal,-25.0,black,0.1,-0.2,0.15,0.0,-0.05,0.0
-0.21,equal,rnbq1rk1/1pp1bppp/4pn2/3p4/P1PP4/4PN2/PB1N1PPP/R2QKB1R b KQ - 0 8,0.7578,equal,0.8,equal,-25.0,black,0.1,-0.2,0.2,0.0,0.1,-0.0
9.69,white,8/5p2/4k3/7p/P3P3/K4p2/7P/5B2 b - - 1 33,2.3165999999999998,white,3.6,white,-75.0,black,-0.75,-0.25,0.25,-0.5,0.0,-0.75
-6.75,black,r4rk1/1p1bbppp/1q1p4/2pPp3/1pQ1P3/2P1BN1P/P4PP1/2R2RK1 b - - 0 20,-0.7902,equal,-1.7000000000000002,equal,25.0,white,-0.25,0.1,0.4,0.0,0.3,0.55
-0.02,equal,r3r1k1/1p3pb1/p2p2pp/P1pP3q/R3P3/2N4P/1PQ2PP1/5RK1 w - - 0 20,-0.0144,equal,-0.4,equal,35.0,white,0.3,0.1,0.4,0.2,0.1,0.5
-7.42,black,5bk1/p4pp1/8/1r2P2p/1Pp4P/6P1/2R3K1/8 w - - 0 34,-3.0744000000000002,black,-4.4,black,40.0,white,0.3,0.1,0.4,-0.2,0.1,0.7
0.36,equal,rnbqkb1r/ppp2ppp/5n2/3p4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 1 5,-0.0108,equal,-0.30000000000000004,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
-0.15,equal,r1bqk2r/pp1nbppp/2n1p3/2PpP1B1/8/2N2N2/PPP2PPP/R2QKB1R w KQkq - 3 8,0.7974,equal,1.9,equal,30.0,white,0.3,0.1,0.2,0.0,0.1,0.7
0.23,equal,r1bqkb1r/pp1ppppp/2n5/2p5/3Pn3/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 5,-0.7542,equal,-0.7,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
1.41,equal,r4rk1/pppb1ppp/1bn1pn2/2q5/4PP2/N1P2NP1/PPQB2BP/R4R1K b - - 2 13,-0.0396,equal,-1.1,equal,25.0,white,-0.25,0.1,0.3,0.15,0.2,0.5
-1.19,equal,2rq1rk1/p3b1pp/1pn1pn2/8/N1Pp4/5B2/PP3PPP/R1BQR1K1 b - - 1 15,0.0072,equal,0.2,equal,25.0,white,0.25,-0.1,0.3,0.0,0.15,0.6
0.25,equal,r1bqkbnr/ppp2ppp/2np4/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,-0.0036,equal,-0.1,equal,-15.0,black,0.0,0.1,-0.2,0.0,-0.1,-0.2
2.2,white,4r1k1/pp3pp1/2b3rp/8/3R4/1P2P3/P4PPP/3R1BK1 b - - 1 23,0.7686000000000001,equal,1.1,equal,-25.0,black,0.2,-0.1,-0.15,0.0,-0.05,-0.1
-4.14,black,r3k1nr/pbq2ppp/1pnb4/8/8/4BpP1/PP2PPBP/RN1Q1RK1 w kq - 0 14,-2.331,black,-4.0,black,30.0,white,0.3,0.1,0.4,-0.1,0.2,0.4
-6.71,black,2rr2k1/p4ppp/3P1b2/1PB1pb2/8/5N2/2R1BPPP/3RK3 b - - 0 22,2.3202,white,3.7,white,30.0,white,-0.25,0.25,0.5,0.25,0.5,0.25
0.94,equal,6rr/Pkp2p2/1p1pq3/8/P2pP1p1/3P2Pp/2PB1P1b/RQ2RK2 b - - 0 27,-0.0252,equal,-0.7000000000000001,equal,-75.0,black,0.0,0.2,-0.3,-0.1,-0.2,-0.2
-6.82,black,6r1/2R5/2p1b3/2P5/pP1B3p/P4k2/7K/8 b - - 5 40,-0.0288,equal,-0.8,equal,-150.0,black,-0.2,-0.1,-0.15,0.3,-0.05,-0.2
-6.65,black,r4rk1/ppp2ppp/4b3/8/3nPP2/3P4/P1PR2BP/2K4R b - - 2 17,-2.3526,black,-4.6,black,-25.0,black,0.2,-0.1,-0.15,0.0,-0.05,-0.1
-9.59,black,r1b2rk1/6pp/8/ppqp2P1/2p2Pn1/2P5/PPBN3P/R2QR1K1 w - - 1 20,-0.1296,equal,-3.6,black,35.0,white,0.3,0.1,0.4,0.0,0.2,1.0
-1.64,equal,rnbqkbnr/ppp1pppp/8/3p4/7P/8/PPPPPPP1/RNBQKBNR b KQkq - 0 2,-0.0252,equal,-0.7000000000000001,equal,0.0,equal,0.0,0.0,0.0,0.0,0.0,0.0
0.08,equal,5rk1/ppq1n1b1/2p1n1pp/4p3/2P1P3/4B2N/PP1QN1PP/3R2K1 b - - 8 24,0.0072,equal,0.2,equal,-30.0,black,-0.3,-0.1,-0.2,0.0,-0.1,-0.7
6.84,white,2kr3r/pbqnn1bp/1pp1p1p1/3pP3/3P4/2PBBNN1/PP1Q2PP/R4RK1 w - - 5 15,0.05399999999999999,equal,1.5,equal,75.0,white,0.25,0.1,0.75,-0.1,0.5,0.5
